duration,member,start_hour,dc
162,1,14,0
339,1,14,1
744,1,9,1
871,1,14,1
581,1,14,1
946,0,16,1
269,1,16,0
143,1,10,1
905,0,11,1
1201,0,16,0
647,1,15,1
889,1,17,1
1111,1,19,1
295,1,19,1
365,1,19,1
566,1,10,1
339,1,14,1
374,1,9,1
378,1,15,1
443,1,18,1
446,1,19,1
826,1,12,1
610,1,14,1
849,1,16,1
787,1,20,1
205,1,9,1
726,1,16,0
711,1,12,1
1541,1,12,1
197,1,13,1
1085,0,15,1
1188,0,15,1
544,1,12,1
1341,1,7,0
502,1,15,0
1833,0,13,0
709,1,18,0
123,1,7,1
578,1,6,1
714,1,8,1
851,1,17,1
661,1,15,1
1896,0,22,1
1411,0,16,1
1162,1,18,1
440,1,12,1
1285,0,5,1
941,0,11,0
822,1,20,0
598,1,11,0
527,1,17,1
1376,0,9,1
255,1,16,1
331,0,22,1
222,1,6,1
335,1,13,1
377,1,8,1
361,1,16,1
1440,1,20,1
1511,1,21,1
342,1,7,1
848,1,10,1
802,1,8,1
1011,1,8,1
168,1,21,1
447,1,9,1
575,1,11,1
1237,1,23,1
1744,1,19,0
1681,1,13,1
470,1,8,1
1213,1,14,1
84,1,20,1
526,0,16,1
1123,1,17,1
328,1,7,0
428,1,8,1
1723,1,13,1
1047,1,13,1
1317,1,14,1
121,1,18,1
1025,1,19,1
1398,1,7,1
1589,1,7,1
410,1,19,1
329,1,8,1
178,1,17,1
3042,0,9,1
876,1,6,1
960,1,20,1
564,1,17,1
230,1,9,1
2822,1,7,0
4187,0,17,1
475,1,15,1
1181,0,18,1
658,1,10,1
504,1,12,0
246,1,7,1
1439,1,13,1
590,0,19,1
1352,1,7,1
163,1,16,1
922,1,13,1
240,1,5,1
637,1,8,1
1200,0,20,1
650,1,15,1
279,1,20,0
190,1,20,1
1085,1,7,0
702,1,8,1
1105,1,17,1
1867,1,18,1
768,1,17,1
457,1,22,1
1349,1,18,1
3193,0,10,1
810,1,12,1
2961,0,17,1
3272,1,15,1
2902,1,17,1
570,1,9,1
464,1,15,1
273,1,9,1
2236,0,15,1
282,1,12,1
477,1,18,0
1668,0,9,1
851,1,12,1
242,1,6,1
124,1,7,1
519,1,8,1
389,1,14,1
806,1,19,1
438,1,18,1
4845,1,10,1
266,1,10,1
794,0,17,1
670,1,16,1
1032,1,22,1
1581,1,6,1
931,1,15,1
943,1,8,0
1295,1,15,1
211,1,19,1
547,1,17,1
335,1,7,1
1705,1,15,1
219,1,5,1
1032,0,16,1
217,1,18,1
658,1,6,1
277,1,18,1
534,1,18,1
441,1,18,1
293,1,18,1
287,1,14,1
390,1,15,1
314,1,17,0
361,1,12,1
185,1,13,1
2407,0,15,1
842,0,18,0
944,1,9,0
1483,0,21,1
2870,1,18,1
235,1,17,1
494,1,4,0
1089,1,22,1
1179,1,12,1
311,1,13,1
722,1,18,1
612,1,18,1
883,1,12,0
5354,0,3,1
224,0,20,1
179,1,14,1
1352,1,20,1
250,1,8,0
245,1,7,1
167,1,5,0
876,1,18,1
651,0,7,0
5891,0,0,1
1777,0,16,1
326,1,18,1
690,1,7,1
104,1,18,1
280,1,16,1
603,1,18,1
7793,0,11,1
339,1,8,1
5765,0,18,1
708,1,8,1
371,0,15,1
615,1,6,1
195,1,19,1
885,1,8,1
1100,1,5,1
276,1,17,1
1774,1,12,1
820,1,8,1
1959,0,13,1
712,1,20,1
1607,1,11,1
1582,1,19,0
1593,1,14,1
530,1,12,1
3689,1,16,1
604,1,12,1
473,1,12,1
14187,0,11,0
574,1,12,0
296,1,21,1
453,1,13,1
376,1,15,1
754,1,19,1
758,1,18,1
463,1,13,1
2045,0,19,1
687,1,12,1
1301,1,10,0
626,1,11,0
231,1,9,1
238,1,10,0
713,0,18,0
352,1,7,1
1421,0,16,1
188,1,14,1
519,1,19,1
496,1,9,1
376,1,20,1
188,1,10,1
254,1,21,1
2531,0,19,1
1108,1,14,0
432,1,13,1
741,1,10,1
512,1,8,1
1682,1,18,1
499,1,11,1
449,1,0,1
341,1,11,1
1600,0,23,1
479,1,15,1
11385,1,13,0
1557,0,20,1
976,1,21,1
340,1,12,0
1243,1,12,1
1309,1,15,1
1814,1,18,0
5024,0,11,0
717,0,4,1
1591,1,18,1
3085,0,12,1
256,1,22,1
499,1,13,1
1239,0,19,1
1560,1,8,1
988,1,23,1
180,1,12,1
198,1,21,1
283,1,7,1
159,1,18,1
929,1,9,1
333,1,16,0
376,1,6,1
468,1,20,1
472,1,8,1
593,1,15,1
1275,1,8,1
286,0,14,1
1639,0,15,0
298,1,13,1
449,0,14,1
1551,1,13,0
1213,1,0,1
274,1,19,1
781,1,19,1
859,1,18,1
233,1,19,1
348,1,17,1
1153,1,11,1
4641,1,11,0
740,1,8,1
1555,0,12,1
603,0,20,1
125,1,7,0
1112,0,19,1
227,1,10,1
731,1,18,1
249,1,12,1
919,1,8,1
1069,1,15,1
1387,1,17,1
812,1,17,1
3137,0,8,0
290,1,23,1
1359,0,11,1
868,0,13,1
786,1,8,1
7143,0,14,1
507,1,9,1
540,1,10,0
551,1,16,1
684,1,8,1
1704,1,17,1
1238,1,17,1
196,1,17,1
856,1,6,1
1533,1,11,1
477,1,20,0
445,1,23,1
112,1,14,0
653,1,8,1
1178,0,17,1
801,0,13,1
2370,0,15,1
1524,1,0,1
684,1,22,1
793,1,16,1
497,1,11,1
323,1,10,1
696,1,16,1
420,1,8,1
605,1,15,1
615,1,18,1
2628,1,19,1
138,1,20,1
1014,1,18,1
923,1,18,1
880,1,17,1
1114,1,9,1
1234,0,15,1
639,1,9,1
395,1,14,1
469,1,12,1
431,1,10,1
1070,1,13,1
1832,1,7,0
1588,1,17,0
240,1,21,0
485,1,14,1
530,1,20,1
116,1,9,1
444,1,12,1
1072,0,14,1
1345,1,8,1
1219,1,13,1
1286,0,10,1
280,1,12,1
84,1,15,1
2677,0,14,1
319,1,11,1
457,1,9,1
492,0,19,1
541,1,8,1
241,1,0,1
139,0,17,1
1348,0,8,1
386,1,17,1
346,1,17,1
746,1,9,1
949,1,14,1
371,1,8,1
1105,0,18,1
868,1,19,1
286,1,15,1
669,1,17,1
321,1,8,1
721,1,17,1
1545,1,8,1
454,1,18,1
372,1,16,1
999,1,17,1
836,1,8,1
1324,1,8,0
190,1,5,1
421,1,8,1
1445,1,18,1
158,1,20,0
169,1,18,1
500,1,16,1
1452,0,12,1
405,1,20,0
666,0,8,1
837,1,7,1
374,1,18,1
2916,0,23,1
1494,1,15,1
1436,1,22,1
2873,1,20,1
1148,1,9,1
529,1,14,1
1140,1,19,1
938,1,8,1
363,1,8,1
1167,1,17,1
761,1,20,0
11561,0,14,1
372,0,14,1
5033,0,3,1
634,1,16,1
985,1,7,1
376,1,20,1
403,1,15,1
1359,1,9,1
1289,1,17,1
457,1,10,1
543,1,14,1
916,1,9,1
332,1,14,1
253,1,12,1
826,1,15,1
1639,1,15,1
1596,1,17,0
442,1,13,1
1533,0,9,0
1246,1,11,1
3940,0,12,1
366,1,8,1
976,1,18,1
249,1,20,1
1571,0,19,1
306,1,8,1
2772,1,15,1
392,1,14,1
530,1,0,1
425,1,17,1
2326,0,19,1
2408,1,17,1
405,1,13,1
263,1,16,1
2211,1,7,1
603,0,12,1
273,1,9,0
226,1,6,1
1480,0,14,1
466,1,21,1
687,1,11,1
4152,0,23,1
1231,1,12,1
758,1,13,1
578,1,7,1
409,1,7,1
668,1,18,1
465,1,9,1
711,1,8,1
1645,1,15,1
368,1,8,1
1750,0,15,1
233,1,17,0
879,1,7,1
4564,1,20,1
651,1,10,1
360,1,23,1
864,1,8,1
763,1,13,1
931,1,23,1
188,1,15,1
657,1,14,0
1351,0,18,1
1292,0,14,1
5482,0,16,1
395,1,16,1
536,1,7,1
758,1,14,1
665,0,20,1
760,1,9,1
258,1,16,1
294,0,13,1
436,1,9,0
516,1,10,1
484,1,14,1
317,1,8,0
602,1,15,1
951,0,17,1
2653,1,10,0
3383,1,17,1
362,1,8,1
519,1,17,1
2534,1,18,1
907,0,20,1
681,1,7,1
1006,1,7,1
327,1,11,0
272,1,9,1
1728,0,17,1
628,1,20,1
484,1,17,0
227,1,10,0
1818,0,17,1
254,1,8,1
1299,1,8,1
1523,1,16,0
407,1,11,0
2175,0,13,1
560,0,16,1
215,1,14,1
3069,0,13,1
1472,1,12,1
1562,0,16,1
461,1,17,1
592,1,7,1
142,1,11,0
482,1,17,1
663,0,19,1
970,1,14,1
485,1,15,1
1640,0,13,1
57072,0,2,0
594,1,17,1
494,1,17,1
362,1,15,1
295,1,23,1
411,1,19,1
479,1,8,0
850,1,13,1
219,1,21,1
1325,1,8,1
1356,0,21,1
1704,1,17,1
1318,1,15,1
1418,1,14,1
471,1,23,1
613,0,19,1
114,1,23,0
1022,1,13,1
1178,1,9,1
1450,0,19,1
270,1,9,1
539,1,18,1
678,1,8,1
837,1,17,1
2084,0,17,1
1611,0,8,1
1087,1,18,0
838,1,12,1
170,1,20,1
819,0,14,1
831,1,10,1
268,1,12,1
1675,0,9,1
283,1,17,0
1379,1,12,1
1463,1,16,1
502,1,13,1
142,1,7,1
324,1,8,1
921,1,18,1
1800,1,13,1
419,1,8,1
427,1,8,1
856,1,19,1
300,1,18,1
1345,1,11,1
103,1,18,1
1481,1,3,1
1830,0,17,1
345,1,18,1
488,1,18,1
846,1,9,1
779,1,17,1
1820,1,18,1
468,1,8,1
166,1,16,1
305,1,21,1
475,1,15,1
140,1,12,1
133,1,12,0
233,1,8,1
1098,1,17,1
127,1,8,1
424,1,14,1
2555,0,12,1
613,1,16,1
658,1,9,1
1029,1,8,1
1505,1,13,1
258,1,16,1
279,1,20,1
346,1,15,0
317,1,20,1
386,1,20,1
211,1,19,1
1174,0,23,1
633,1,10,1
3147,1,15,1
191,1,13,1
927,1,9,1
1102,0,15,0
757,1,19,1
1190,1,19,1
244,1,9,1
4867,0,17,1
193,1,15,1
912,1,14,1
367,1,19,1
1423,0,13,1
472,1,18,1
300,1,7,1
742,1,17,1
624,1,7,1
750,1,20,1
616,1,17,1
2227,0,15,1
690,1,16,1
3166,0,12,1
155,1,7,0
394,1,18,1
678,1,6,0
646,1,17,1
782,1,13,1
1626,0,16,1
2089,1,21,1
1549,1,9,0
1821,1,17,1
931,1,15,1
2806,0,13,1
5455,0,16,1
275,1,14,1
566,1,16,1
621,1,20,1
1378,1,23,1
167,1,7,1
239,1,8,1
519,1,17,1
594,1,7,1
275,1,17,1
446,1,7,0
127,1,9,1
338,1,18,1
5080,1,15,1
384,1,16,1
460,1,17,1
1403,1,17,1
1770,0,17,1
473,1,11,0
459,1,15,1
1213,1,17,0
790,0,16,1
995,1,16,1
408,1,16,1
797,0,20,1
511,1,17,1
331,1,17,1
879,1,17,1
846,1,14,1
446,1,12,1
999,1,17,1
421,1,16,1
489,1,6,0
699,1,8,1
872,0,17,1
1749,1,18,1
748,1,15,1
1231,1,9,0
260,1,12,1
1249,0,17,0
2627,0,15,1
3300,0,14,1
2428,1,6,0
1032,1,9,1
1758,1,16,1
373,1,15,1
2170,1,21,1
548,0,0,1
423,1,14,1
1291,0,1,1
7833,0,18,1
1401,1,18,1
2268,1,20,1
493,1,7,1
430,1,8,1
302,1,8,1
895,1,7,1
544,1,18,1
769,1,20,1
382,1,7,1
2342,0,22,1
501,1,19,1
628,1,19,1
1512,1,9,1
2558,0,20,1
4089,0,18,1
662,1,6,0
538,1,13,0
249,1,6,1
1270,0,18,1
1686,1,21,1
6743,1,16,1
316,1,16,1
240,1,22,1
1909,1,17,1
1494,1,21,1
1342,1,18,1
179,1,13,1
306,1,17,1
1119,0,11,1
389,1,7,1
1066,1,15,1
341,1,9,1
1064,1,16,1
2994,0,13,1
978,0,14,1
2173,1,9,1
260,1,8,1
382,1,17,1
1729,1,10,1
943,1,6,0
2070,0,15,1
791,1,12,1
395,1,12,1
1536,1,9,1
397,1,15,1
379,1,13,1
563,1,8,0
375,1,9,1
863,1,10,1
1078,1,13,1
737,1,2,1
357,1,17,1
276,1,17,1
611,1,18,1
493,1,7,1
274,1,4,1
622,1,17,1
4028,0,15,1
5501,0,12,1
2779,0,18,1
380,1,17,0
499,1,16,0
260,1,11,1
567,1,12,1
1342,0,23,1
17595,0,15,1
711,1,7,1
227,1,12,1
697,1,8,1
733,1,8,1
347,1,17,0
804,1,7,1
183,1,1,1
223,1,18,1
3194,1,15,1
1237,1,15,0
559,1,10,1
1400,0,11,1
277,1,13,1
161,1,10,1
1193,1,16,1
231,1,20,1
575,1,14,1
1107,1,17,0
2306,0,11,1
423,1,23,1
766,1,16,1
1352,0,15,1
503,1,11,1
604,0,7,0
658,1,20,1
765,1,20,1
352,1,14,1
3373,1,15,1
1100,0,17,1
797,1,8,1
265,1,15,0
462,0,18,1
226,1,14,1
987,1,17,0
498,1,17,1
1198,1,16,1
660,1,9,1
559,1,6,1
586,1,16,1
139,1,19,1
638,1,10,1
349,1,16,0
1262,1,8,1
975,1,17,0
1593,1,14,1
312,1,23,0
290,1,10,1
2688,0,19,1
1001,1,7,1
791,1,8,1
889,0,11,1
542,1,21,1
850,1,7,1
480,1,6,1
292,1,7,0
450,1,8,1
599,1,11,0
446,1,16,1
437,1,16,1
589,0,16,1
1623,0,12,1
6141,0,14,1
6006,0,20,1
531,1,11,1
170,1,11,0
610,1,9,1
1697,1,17,1
790,1,19,1
311,1,12,1
615,1,7,0
1168,1,19,1
321,1,13,1
279,1,11,1
683,1,7,1
828,0,17,1
821,0,14,1
419,1,16,1
880,1,20,1
687,1,19,1
314,1,21,1
5807,0,13,1
1727,0,19,1
1557,0,12,1
853,0,18,1
1230,1,14,1
587,1,12,1
1393,1,15,1
719,1,17,1
1258,0,17,0
199,1,17,0
306,1,20,1
2263,0,15,1
796,1,15,1
4091,0,22,1
706,1,15,1
265,1,19,1
1789,0,17,0
635,1,15,1
2568,1,15,1
220,1,16,1
519,1,8,1
345,1,19,1
347,1,16,1
2226,0,21,1
526,1,7,0
190,1,15,0
575,1,6,1
1283,0,21,1
270,1,7,1
525,1,8,1
587,1,19,0
433,1,14,1
395,1,7,1
207,1,18,1
308,1,17,1
770,1,8,0
1150,1,9,1
272,1,15,1
342,1,18,1
170,1,10,1
775,1,16,1
638,1,7,1
91,1,16,1
1253,0,14,1
479,1,9,1
1616,0,12,1
314,1,8,1
888,0,18,1
639,1,19,1
1033,1,3,1
1243,0,9,1
786,1,18,1
78,1,8,1
259,1,13,0
480,1,9,1
634,1,13,1
631,1,11,1
556,1,20,1
1917,1,15,1
231,1,15,1
256,1,17,1
829,1,14,1
149,1,17,1
1385,1,16,1
704,1,9,1
766,1,17,1
182,1,19,1
575,1,6,1
1180,1,8,1
707,1,20,1
2179,0,14,1
1493,1,20,1
1390,1,17,1
121,1,8,1
1160,1,17,1
445,1,16,1
3157,0,17,1
4977,1,11,0
560,1,11,0
396,1,11,1
1727,1,18,1
175,1,12,1
1326,0,12,0
665,1,15,1
1095,0,19,0
832,1,13,1
682,0,19,1
1245,1,8,1
247,1,17,0
1610,1,20,1
1600,1,17,0
672,1,11,1
606,0,10,1
247,1,15,1
830,1,18,1
744,1,19,1
1555,0,13,1
523,0,14,1
1227,0,20,1
2226,0,17,1
821,0,1,1
738,1,21,0
436,1,13,0
595,1,12,1
275,1,8,1
503,1,8,1
845,1,22,1
932,0,20,1
1007,1,16,1
650,1,11,0
1346,1,14,1
653,1,15,1
1030,1,23,1
542,1,17,1
661,1,20,1
565,1,6,1
783,0,21,1
221,1,14,1
2774,0,14,1
777,1,14,1
500,1,2,1
1333,1,17,1
7851,0,10,0
367,1,17,1
540,1,7,1
582,1,16,1
4019,0,22,1
853,1,8,1
8133,0,8,1
2772,1,1,1
582,0,16,1
787,1,1,1
667,1,5,0
6706,0,0,1
655,1,13,1
1310,1,15,1
704,1,8,1
1302,1,18,0
587,1,14,1
850,1,17,1
1508,0,20,0
659,1,9,1
1095,1,8,1
1036,1,15,1
551,1,8,1
270,1,8,1
164,1,21,1
1416,1,14,1
608,1,15,1
1506,1,15,1
580,1,11,1
1557,0,18,1
337,1,12,1
491,1,17,1
1296,1,19,1
578,1,18,1
472,1,23,0
1699,0,19,1
1067,1,22,1
383,1,22,1
1786,1,13,1
1609,1,13,1
300,1,17,1
366,1,10,1
1233,1,15,1
117,1,16,1
388,1,18,1
544,1,17,1
1815,0,18,1
154,1,19,1
1624,1,13,0
461,1,17,1
565,1,12,1
535,1,20,0
5688,0,14,1
796,1,7,1
83,1,17,1
893,0,5,1
193,1,7,1
395,1,19,1
209,1,17,1
408,1,21,1
1271,1,15,1
366,1,8,1
3455,1,9,1
574,1,19,1
1037,1,9,1
192,1,20,1
523,1,14,1
264,1,9,1
391,1,11,1
571,1,0,1
301,1,7,1
305,1,17,1
3044,1,10,1
2221,0,13,1
2440,1,21,1
267,1,15,1
1314,1,15,1
1929,0,16,1
1663,1,20,1
1137,1,16,0
11146,0,15,1
752,1,13,1
363,1,11,1
785,0,23,0
1547,0,11,1
1077,1,12,1
435,1,19,1
652,1,11,1
264,1,11,1
277,1,11,1
615,1,17,0
1310,0,21,1
1059,0,21,1
360,0,21,0
133,1,13,0
225,1,12,0
413,1,8,1
375,1,6,1
222,1,8,1
221,1,19,1
742,0,10,1
496,1,8,1
629,1,18,0
964,1,11,0
469,1,7,1
1438,1,15,1
786,1,10,0
2016,1,18,1
913,1,13,1
518,1,17,1
512,1,10,0
1665,1,17,0
1660,1,19,1
1096,0,21,1
195,1,22,1
233,1,7,1
194,1,22,1
1324,1,15,1
526,1,14,1
1037,1,10,1
3021,0,13,1
1628,0,14,1
1703,1,13,1
304,1,13,1
518,1,16,1
372,1,0,1
737,1,18,1
457,1,16,1
76,1,20,1
2092,1,15,1
1037,1,15,1
548,1,18,1
2378,1,19,1
678,1,15,0
776,0,19,0
477,1,13,1
1902,1,17,1
2248,0,14,1
215,1,13,1
1439,1,8,1
1860,1,14,1
637,1,7,0
961,1,22,1
362,1,16,1
441,0,19,1
1019,1,9,1
1525,1,10,1
253,1,22,1
2933,1,14,0
330,1,15,1
1155,1,18,1
7129,0,12,1
59534,0,21,1
1647,1,14,1
320,1,10,1
3470,0,12,1
1628,1,17,1
1862,0,19,1
760,1,18,1
2277,1,13,0
1384,1,8,1
680,0,0,1
822,1,12,1
769,1,16,1
203,1,16,1
1664,1,16,1
898,1,12,1
850,0,17,1
282,1,16,1
199,1,10,0
773,1,19,1
218,1,17,1
2330,0,16,1
951,0,15,1
1111,1,8,1
1335,1,16,1
1268,1,17,1
1002,1,14,1
333,1,7,0
959,1,17,1
371,1,12,1
1930,1,16,1
444,1,9,1
595,1,12,1
180,1,6,0
1860,1,17,1
942,1,9,1
493,1,8,1
862,1,11,1
5908,1,12,1
3143,1,10,1
482,1,12,1
1230,0,21,1
605,1,16,1
560,1,18,1
506,1,9,1
770,1,7,1
1170,1,18,1
327,1,13,1
1581,0,22,1
757,1,7,1
1157,1,7,1
578,1,9,1
2384,1,23,0
305,1,14,1
2908,0,22,1
4962,0,16,0
326,1,17,1
2776,1,23,1
544,1,19,0
1668,0,11,1
1094,0,19,1
182,1,17,1
564,1,6,1
343,1,11,0
268,1,16,1
281,1,18,1
1097,1,19,1
417,1,15,1
815,1,17,1
417,1,19,1
7587,0,18,1
1633,1,8,1
1618,0,19,1
431,1,16,1
935,1,16,1
405,1,17,1
297,1,14,1
1084,0,8,1
900,1,12,1
630,1,8,1
1353,1,16,1
989,1,14,1
1403,1,18,1
1018,1,2,1
122,1,16,1
2619,0,15,1
388,1,22,1
400,1,12,1
408,1,14,1
941,1,8,1
525,1,15,0
259,1,19,1
254,1,19,0
269,1,7,1
935,1,17,0
780,1,19,1
306,0,8,1
1251,1,23,1
260,1,17,0
259,1,14,0
413,1,21,1
110,1,21,1
538,1,14,1
528,1,9,1
417,1,13,1
5368,1,19,0
1329,1,18,1
433,1,18,1
515,1,18,1
1972,1,17,1
114,1,18,1
194,1,6,1
312,1,7,1
1698,0,12,1
765,1,16,1
1036,1,16,1
342,1,18,1
271,1,16,1
1084,0,13,1
249,1,16,1
1014,1,18,0
670,1,19,1
104,1,16,1
464,1,14,1
872,1,7,1
785,1,9,1
3478,0,15,1
1115,0,15,1
619,1,16,1
1620,1,12,1
804,1,8,1
1465,0,18,1
568,1,18,1
337,1,15,1
548,1,6,1
488,1,21,1
140,1,13,0
170,1,18,1
434,1,10,1
844,1,16,1
1029,1,15,1
1880,1,18,1
357,1,7,1
398,1,6,1
492,1,7,1
1188,1,23,1
1135,1,7,1
980,0,17,1
541,1,17,0
2593,0,15,1
940,1,15,1
181,1,17,1
427,1,10,1
420,1,13,1
1190,0,9,1
595,1,13,1
282,1,17,1
997,0,9,1
536,1,8,1
270,1,6,1
241,1,22,0
766,1,18,1
1002,0,15,1
1209,1,17,1
873,1,17,1
632,1,7,1
230,1,16,0
563,1,9,1
938,1,18,1
223,1,13,1
438,1,7,1
79,1,8,1
1552,1,14,1
756,0,20,1
892,1,16,1
1894,0,17,1
445,1,21,1
435,1,13,1
479,1,16,1
1665,1,17,1
395,1,7,1
1253,1,20,1
283,1,16,1
316,1,8,1
1131,0,11,1
2734,0,18,0
1138,0,15,1
1279,0,17,0
234,1,14,1
1029,1,15,1
604,1,7,1
298,1,9,0
1328,1,21,1
451,1,10,1
1235,0,18,1
1101,1,8,1
236,1,17,1
1004,1,16,1
409,1,18,1
379,1,17,0
2786,0,16,1
1728,0,13,1
238,1,16,1
477,1,21,1
455,1,8,1
741,1,18,1
249,1,6,1
4337,1,15,1
372,1,14,1
623,1,13,1
290,1,22,1
272,1,19,1
275,1,17,1
1429,1,0,1
180,1,16,1
264,1,7,0
946,1,16,1
1944,1,16,1
445,1,20,1
312,1,17,1
361,1,14,1
619,1,1,1
800,0,11,1
279,1,21,1
2362,0,12,1
667,1,8,1
417,0,18,1
1178,1,14,1
643,1,11,1
1471,1,20,1
773,1,7,1
643,1,19,1
859,1,10,1
433,1,17,1
779,1,20,1
1406,0,10,1
1288,1,14,1
1841,0,21,1
1299,0,18,0
474,1,17,1
1147,1,11,1
1122,1,10,1
1401,1,12,1
348,0,12,1
236,1,23,1
47423,1,20,1
682,0,16,1
951,1,19,1
957,1,19,1
830,1,17,1
1024,1,21,1
620,1,8,1
404,1,14,1
333,1,14,1
489,1,14,1
1139,1,17,1
246,1,19,1
749,1,15,1
939,1,8,1
294,1,6,1
557,0,8,1
750,1,21,1
331,1,13,1
2315,1,16,0
580,1,19,0
933,1,6,0
369,1,19,1
876,1,13,1
137,1,14,0
638,1,17,1
542,1,18,0
1579,1,17,0
520,1,21,1
580,1,9,1
596,1,8,1
1435,0,18,0
172,1,8,0
516,1,17,1
817,1,17,0
1251,1,19,1
2499,0,16,1
418,1,13,1
175,1,23,1
752,1,23,1
816,0,12,1
804,1,9,1
442,1,18,1
1332,0,16,1
916,1,8,1
548,1,15,1
8866,0,10,0
604,1,19,0
1220,1,17,1
767,1,10,1
255,1,5,1
236,1,6,0
278,1,22,1
458,1,5,1
515,1,22,1
270,1,9,1
2035,1,15,0
257,1,5,1
607,0,17,1
834,1,15,0
548,1,12,1
583,1,12,0
775,1,13,1
767,1,20,1
1462,0,9,1
243,1,21,0
658,1,19,1
1030,1,17,1
2388,1,16,1
457,1,10,1
1015,1,16,1
1281,1,22,1
549,0,23,1
256,0,19,1
1129,1,18,1
1697,0,13,1
504,1,6,1
169,1,8,1
545,1,15,1
682,1,12,1
615,1,17,1
3235,0,17,1
2317,0,23,1
1891,0,11,1
574,1,11,1
597,1,19,1
384,1,14,1
636,1,20,1
226,1,16,1
776,1,9,1
368,1,3,1
741,1,17,0
548,1,16,1
294,1,13,1
151,1,14,1
660,1,18,1
1168,1,7,1
213,1,18,1
1302,1,13,1
783,1,18,1
283,1,12,1
352,1,16,1
397,1,16,0
1050,1,17,1
497,1,10,1
11269,0,12,1
1393,1,13,1
234,1,17,0
998,1,9,1
527,1,11,1
1031,1,17,1
3406,0,14,1
436,1,18,1
2789,0,9,1
687,1,7,1
422,1,6,1
2173,1,22,1
857,1,0,1
564,1,17,1
512,1,10,0
5567,0,12,1
330,1,13,1
467,1,19,1
608,1,8,1
234,1,17,1
388,1,9,1
545,1,8,0
1281,1,14,1
2375,0,15,1
471,1,17,1
314,1,0,0
177,0,21,0
196,1,19,1
131,0,12,1
1104,1,16,1
871,1,12,1
423,1,20,0
409,1,8,1
1096,1,20,1
2083,1,15,0
317,1,13,1
902,0,11,1
1325,1,16,1
1376,1,21,1
766,1,9,1
593,1,17,1
1866,0,16,1
1012,0,18,1
1030,1,20,1
135,1,8,1
1117,1,16,1
168,1,12,1
354,1,10,1
263,1,13,1
226,1,7,1
1014,1,12,1
422,1,19,1
1607,0,14,1
1533,1,13,1
374,1,15,1
1637,1,11,1
885,1,16,1
1106,1,18,1
250,1,19,1
4815,0,16,1
484,1,12,1
161,1,11,1
692,0,17,0
207,1,14,0
399,1,18,1
885,1,9,1
794,1,11,1
656,1,15,1
302,1,8,1
146,1,18,0
339,1,15,1
411,0,4,1
1182,0,15,0
1820,0,12,1
2670,0,18,1
537,1,7,1
278,1,7,1
882,1,8,1
695,1,18,1
887,1,12,1
1528,1,16,1
255,0,16,1
557,1,18,1
213,1,12,1
1676,1,11,1
581,0,11,1
1977,0,13,1
929,1,9,1
616,1,16,1
604,1,7,1
1192,0,1,1
1239,1,9,1
560,1,7,1
1348,1,8,1
495,1,15,1
908,1,10,1
1144,1,17,1
1551,1,0,0
1052,1,17,1
242,1,11,1
805,1,11,1
661,1,13,1
665,1,12,1
1286,1,19,1
336,1,20,1
53525,1,16,1
15419,1,12,1
801,1,10,1
1484,1,20,1
212,0,8,0
785,1,0,1
1290,0,13,1
201,1,10,0
154,1,5,0
415,0,7,1
367,0,14,1
707,0,21,1
585,1,15,1
1975,0,17,1
14777,1,16,1
761,1,16,1
687,1,16,1
2811,0,15,1
733,1,13,1
434,1,9,1
757,1,11,1
1201,1,12,1
1646,1,5,0
287,1,21,1
1044,1,7,1
1122,1,16,1
1039,0,21,1
664,1,21,1
147,1,13,1
471,1,17,1
969,1,16,1
3199,0,10,1
1043,1,8,1
946,1,22,1
336,1,15,0
7251,0,22,1
919,1,13,1
912,1,13,1
378,1,12,1
1717,1,16,1
366,1,8,1
1428,1,23,1
1023,1,8,1
735,1,14,1
4866,0,22,1
1122,1,9,1
921,1,7,1
686,1,18,1
1635,0,0,0
1533,1,8,1
2796,1,15,1
499,1,18,1
512,1,8,1
1240,1,10,1
2455,1,14,1
114,1,7,1
786,1,9,1
621,1,8,1
346,1,8,1
6251,1,10,1
217,1,9,1
756,1,10,1
1096,1,16,1
660,1,8,0
216,1,10,1
907,0,21,1
311,1,13,1
455,1,22,1
2000,1,14,1
1368,1,13,1
879,1,15,1
278,1,13,0
1141,1,12,1
558,1,12,1
1307,1,16,1
2290,0,11,0
318,1,11,1
7078,0,16,1
233,1,8,1
1204,0,14,0
682,1,18,1
417,1,7,1
946,1,17,1
1051,1,20,1
2310,0,14,0
900,1,10,1
1014,1,12,1
553,1,14,0
838,1,18,0
1208,1,21,1
1150,1,8,0
427,1,18,1
345,1,16,1
436,1,18,1
9121,0,9,1
437,1,11,1
1104,1,11,1
1801,1,19,1
1126,1,18,0
1125,1,15,1
328,1,7,1
79,1,19,0
503,0,18,1
256,1,9,1
663,1,17,1
1100,1,13,1
1448,1,14,1
193,1,10,1
516,1,10,1
5187,1,16,1
95,1,22,1
893,1,8,1
1086,1,15,1
2162,1,8,1
1464,0,16,1
417,1,18,1
1029,1,13,1
606,1,5,1
519,1,8,1
3459,0,15,1
612,1,12,1
520,1,8,1
576,1,7,1
1546,1,10,1
700,1,18,1
529,0,12,1
947,1,7,1
1066,1,21,1
395,1,15,1
2003,0,16,1
2051,0,2,1
1315,0,9,1
